"","assessment_organisation_standard_guide","assessment_organisation","assessment_organisations_standard_code","assessment_organisation_delivery_area","start_date","end_date"
"1242",1242,"EPA0039","105",1,NA,NA
"1243",1243,"EPA0039","105",1,NA,NA
"1244",1244,"EPA0039","105",1,NA,NA
"1245",1245,"EPA0039","105",1,NA,NA
"1246",1246,"EPA0039","105",1,NA,NA
"1247",1247,"EPA0039","105",1,NA,NA
"1248",1248,"EPA0039","105",8,NA,NA
"1249",1249,"EPA0039","105",1,NA,NA
"1250",1250,"EPA0039","105",1,NA,NA
"1251",1251,"EPA0039","105",1,NA,NA
"1252",1252,"EPA0039","105",1,NA,NA
"1253",1253,"EPA0039","105",1,NA,NA
"1254",1254,"EPA0039","105",1,NA,NA
"1255",1255,"EPA0039","105",1,NA,NA
"1256",1256,"EPA0039","105",1,NA,NA
"1257",1257,"EPA0039","105",1,NA,NA
"1258",1258,"EPA0040","65",1,NA,NA
"1259",1259,"EPA0040","65",1,NA,NA
"1260",1260,"EPA0040","65",1,NA,NA
"1261",1261,"EPA0040","64",1,NA,NA
"1262",1262,"EPA0040","64",1,NA,NA
"1263",1263,"EPA0040","66",1,NA,NA
"1264",1264,"EPA0040","66",1,NA,NA
"1265",1265,"EPA0041","8",1,NA,NA
"1266",1266,"EPA0041","8",1,NA,NA
"1267",1267,"EPA0041","62",1,NA,NA
"1268",1268,"EPA0041","62",1,NA,NA
"1269",1269,"EPA0042","101",1,NA,NA
"1270",1270,"EPA0042","101",1,NA,NA
"1271",1271,"EPA0042","101",1,NA,NA
"1272",1272,"EPA0042","101",1,NA,NA
"1273",1273,"EPA0042","101",1,NA,NA
"1274",1274,"EPA0042","101",1,NA,NA
"1275",1275,"EPA0042","101",1,NA,NA
"1276",1276,"EPA0042","101",1,NA,NA
"1277",1277,"EPA0042","101",1,NA,NA
"1278",1278,"EPA0042","101",1,NA,NA
"1279",1279,"EPA0042","101",1,NA,NA
"1280",1280,"EPA0042","101",1,NA,NA
"1281",1281,"EPA0042","101",1,NA,NA
"1282",1282,"EPA0042","101",1,NA,NA
"1283",1283,"EPA0042","119",1,NA,NA
"1284",1284,"EPA0042","119",1,NA,NA
"1285",1285,"EPA0042","119",1,NA,NA
"1286",1286,"EPA0042","119",1,NA,NA
"1287",1287,"EPA0042","119",1,NA,NA
"1288",1288,"EPA0042","119",1,NA,NA
"1289",1289,"EPA0042","119",1,NA,NA
"1290",1290,"EPA0042","119",1,NA,NA
"1291",1291,"EPA0042","119",1,NA,NA
"1292",1292,"EPA0042","119",1,NA,NA
"1293",1293,"EPA0042","119",1,NA,NA
"1294",1294,"EPA0042","119",1,NA,NA
"1295",1295,"EPA0042","93",1,NA,NA
"1296",1296,"EPA0042","93",1,NA,NA
"1297",1297,"EPA0042","93",1,NA,NA
"1298",1298,"EPA0042","93",1,NA,NA
"1299",1299,"EPA0042","93",1,NA,NA
"1300",1300,"EPA0042","93",1,NA,NA
"1301",1301,"EPA0042","93",1,NA,NA
"1302",1302,"EPA0042","93",1,NA,NA
"1303",1303,"EPA0042","93",1,NA,NA
"1304",1304,"EPA0042","93",1,NA,NA
"1305",1305,"EPA0042","93",1,NA,NA
"1306",1306,"EPA0042","93",1,NA,NA
"1307",1307,"EPA0042","93",1,NA,NA
"1308",1308,"EPA0042","138",1,NA,NA
"1309",1309,"EPA0042","138",1,NA,NA
"1310",1310,"EPA0042","138",1,NA,NA
"1311",1311,"EPA0042","138",1,NA,NA
"1312",1312,"EPA0042","138",1,NA,NA
"1313",1313,"EPA0042","138",1,NA,NA
"1314",1314,"EPA0042","138",1,NA,NA
"1315",1315,"EPA0042","138",1,NA,NA
"1316",1316,"EPA0042","138",1,NA,NA
"1317",1317,"EPA0042","138",1,NA,NA
"1318",1318,"EPA0042","138",1,NA,NA
"1319",1319,"EPA0042","138",1,NA,NA
"1320",1320,"EPA0042","96",1,NA,NA
"1321",1321,"EPA0042","96",1,NA,NA
"1322",1322,"EPA0042","96",1,NA,NA
"1323",1323,"EPA0042","96",1,NA,NA
"1324",1324,"EPA0042","96",1,NA,NA
"1325",1325,"EPA0042","96",1,NA,NA
"1326",1326,"EPA0042","96",1,NA,NA
"1327",1327,"EPA0042","96",1,NA,NA
"1328",1328,"EPA0042","96",1,NA,NA
"1329",1329,"EPA0042","96",1,NA,NA
"1330",1330,"EPA0042","96",1,NA,NA
"1331",1331,"EPA0042","96",NA,NA,NA
"1332",1332,"EPA0042","118",1,NA,NA
"1333",1333,"EPA0042","118",1,NA,NA
"1334",1334,"EPA0042","118",1,NA,NA
"1335",1335,"EPA0042","118",1,NA,NA
"1336",1336,"EPA0042","118",1,NA,NA
"1337",1337,"EPA0042","118",1,NA,NA
"1338",1338,"EPA0042","118",1,NA,NA
"1339",1339,"EPA0042","118",1,NA,NA
"1340",1340,"EPA0042","118",1,NA,NA
"1341",1341,"EPA0042","118",1,NA,NA
"1342",1342,"EPA0042","118",1,NA,NA
"1343",1343,"EPA0042","122",1,NA,NA
"1344",1344,"EPA0042","122",1,NA,NA
"1345",1345,"EPA0042","122",1,NA,NA
"1346",1346,"EPA0042","122",1,NA,NA
"1347",1347,"EPA0042","122",1,NA,NA
"1348",1348,"EPA0042","122",1,NA,NA
"1349",1349,"EPA0042","122",1,NA,NA
"1350",1350,"EPA0042","122",1,NA,NA
"1351",1351,"EPA0042","122",1,NA,NA
"1352",1352,"EPA0042","122",1,NA,NA
"1353",1353,"EPA0042","122",1,NA,NA
"1354",1354,"EPA0042","122",1,NA,NA
"1355",1355,"EPA0042","122",1,NA,NA
"1356",1356,"EPA0042","104",1,NA,NA
"1357",1357,"EPA0042","104",1,NA,NA
"1358",1358,"EPA0042","104",1,NA,NA
"1359",1359,"EPA0042","104",1,NA,NA
"1360",1360,"EPA0042","104",1,NA,NA
"1361",1361,"EPA0042","104",1,NA,NA
"1362",1362,"EPA0042","104",1,NA,NA
"1363",1363,"EPA0042","104",1,NA,NA
"1364",1364,"EPA0042","104",8,NA,NA
"1365",1365,"EPA0042","104",1,NA,NA
"1366",1366,"EPA0042","104",1,NA,NA
"1367",1367,"EPA0042","104",1,NA,NA
"1368",1368,"EPA0042","104",1,NA,NA
"1369",1369,"EPA0042","104",1,NA,NA
"1370",1370,"EPA0042","104",NA,NA,NA
"1371",1371,"EPA0042","104",1,NA,NA
"1372",1372,"EPA0042","104",1,NA,NA
"1373",1373,"EPA0042","105",1,NA,NA
"1374",1374,"EPA0042","105",1,NA,NA
"1375",1375,"EPA0042","105",1,NA,NA
"1376",1376,"EPA0042","105",1,NA,NA
"1377",1377,"EPA0042","105",1,NA,NA
"1378",1378,"EPA0042","105",1,NA,NA
"1379",1379,"EPA0042","105",1,NA,NA
"1380",1380,"EPA0042","105",1,NA,NA
"1381",1381,"EPA0042","105",1,NA,NA
"1382",1382,"EPA0042","105",1,NA,NA
"1383",1383,"EPA0042","105",8,NA,NA
"1384",1384,"EPA0042","105",1,NA,NA
"1385",1385,"EPA0042","105",1,NA,NA
"1386",1386,"EPA0042","105",1,NA,NA
"1387",1387,"EPA0042","105",1,NA,NA
"1388",1388,"EPA0042","105",1,NA,NA
"1389",1389,"EPA0042","105",1,NA,NA
"1390",1390,"EPA0042","105",1,NA,NA
"1391",1391,"EPA0042","105",1,NA,NA
"1392",1392,"EPA0042","105",1,NA,NA
"1393",1393,"EPA0042","110",1,NA,NA
"1394",1394,"EPA0042","110",1,NA,NA
"1395",1395,"EPA0042","110",1,NA,NA
"1396",1396,"EPA0042","110",1,NA,NA
"1397",1397,"EPA0042","110",1,NA,NA
"1398",1398,"EPA0042","109",1,NA,NA
"1399",1399,"EPA0042","109",1,NA,NA
"1400",1400,"EPA0042","111",1,NA,NA
"1401",1401,"EPA0042","111",1,NA,NA
"1402",1402,"EPA0042","111",1,NA,NA
"1403",1403,"EPA0042","111",1,NA,NA
"1404",1404,"EPA0042","140",1,NA,NA
"1405",1405,"EPA0042","140",1,NA,NA
"1406",1406,"EPA0042","140",1,NA,NA
"1407",1407,"EPA0042","140",1,NA,NA
"1408",1408,"EPA0042","140",1,NA,NA
"1409",1409,"EPA0042","140",1,NA,NA
"1410",1410,"EPA0042","140",1,NA,NA
"1411",1411,"EPA0042","140",1,NA,NA
"1412",1412,"EPA0042","140",1,NA,NA
"1413",1413,"EPA0042","140",1,NA,NA
"1414",1414,"EPA0042","140",1,NA,NA
"1415",1415,"EPA0042","140",1,NA,NA
"1416",1416,"EPA0042","140",1,NA,NA
"1417",1417,"EPA0042","140",1,NA,NA
"1418",1418,"EPA0042","147",1,NA,NA
"1419",1419,"EPA0042","147",1,NA,NA
"1420",1420,"EPA0042","147",1,NA,NA
"1421",1421,"EPA0042","147",1,NA,NA
"1422",1422,"EPA0042","147",1,NA,NA
"1423",1423,"EPA0042","147",1,NA,NA
"1424",1424,"EPA0042","147",1,NA,NA
"1425",1425,"EPA0042","147",1,NA,NA
"1426",1426,"EPA0042","147",1,NA,NA
"1427",1427,"EPA0042","147",1,NA,NA
"1428",1428,"EPA0042","147",1,NA,NA
"1429",1429,"EPA0044","1",1,NA,NA
"1430",1430,"EPA0044","1",1,NA,NA
"1431",1431,"EPA0044","1",1,NA,NA
"1432",1432,"EPA0044","1",1,NA,NA
"1433",1433,"EPA0045","129",1,NA,NA
"1434",1434,"EPA0045","130",1,NA,NA
"1435",1435,"EPA0045","137",1,NA,NA
"1436",1436,"EPA0046","55",1,NA,NA
"1437",1437,"EPA0046","55",1,NA,NA
"1438",1438,"EPA0046","55",1,NA,NA
"1439",1439,"EPA0046","55",1,NA,NA
"1440",1440,"EPA0047","92",1,NA,NA
"1441",1441,"EPA0047","92",1,NA,NA
"1442",1442,"EPA0048","105",1,NA,NA
"1443",1443,"EPA0048","105",1,NA,NA
"1444",1444,"EPA0048","105",1,NA,NA
"1445",1445,"EPA0048","105",1,NA,NA
"1446",1446,"EPA0048","105",1,NA,NA
"1447",1447,"EPA0048","105",1,NA,NA
"1448",1448,"EPA0048","105",1,NA,NA
"1449",1449,"EPA0048","105",1,NA,NA
"1450",1450,"EPA0048","105",1,NA,NA
"1451",1451,"EPA0048","105",1,NA,NA
"1452",1452,"EPA0048","105",8,NA,NA
"1453",1453,"EPA0048","105",1,NA,NA
"1454",1454,"EPA0048","105",1,NA,NA
"1455",1455,"EPA0048","105",1,NA,NA
"1456",1456,"EPA0048","105",1,NA,NA
"1457",1457,"EPA0048","105",1,NA,NA
"1458",1458,"EPA0048","105",1,NA,NA
"1459",1459,"EPA0048","105",1,NA,NA
"1460",1460,"EPA0048","105",1,NA,NA
"1461",1461,"EPA0048","105",1,NA,NA
"1462",1462,"EPA0048","104",1,NA,NA
"1463",1463,"EPA0048","104",1,NA,NA
"1464",1464,"EPA0048","104",1,NA,NA
"1465",1465,"EPA0048","104",1,NA,NA
"1466",1466,"EPA0048","104",1,NA,NA
"1467",1467,"EPA0048","104",1,NA,NA
"1468",1468,"EPA0048","104",1,NA,NA
"1469",1469,"EPA0048","104",1,NA,NA
"1470",1470,"EPA0048","104",8,NA,NA
"1471",1471,"EPA0048","104",1,NA,NA
"1472",1472,"EPA0048","104",1,NA,NA
"1473",1473,"EPA0048","104",1,NA,NA
"1474",1474,"EPA0048","104",1,NA,NA
"1475",1475,"EPA0048","104",1,NA,NA
"1476",1476,"EPA0048","104",NA,NA,NA
"1477",1477,"EPA0048","104",1,NA,NA
"1478",1478,"EPA0048","104",1,NA,NA
"1479",1479,"EPA0049","94",1,NA,NA
"1480",1480,"EPA0049","94",1,NA,NA
"1481",1481,"EPA0049","95",1,NA,NA
"1482",1482,"EPA0049","95",1,NA,NA
"1483",1483,"EPA0049","35",1,NA,NA
"1484",1484,"EPA0049","35",1,NA,NA
"1485",1485,"EPA0050","117",1,NA,NA
"1486",1486,"EPA0050","117",1,NA,NA
"1487",1487,"EPA0050","117",1,NA,NA
"1488",1488,"EPA0050","117",1,NA,NA
"1489",1489,"EPA0050","117",1,NA,NA
"1490",1490,"EPA0051","46",1,NA,NA
"1491",1491,"EPA0052","39",1,NA,NA
"1492",1492,"EPA0052","40",1,NA,NA
"1493",1493,"EPA0053","122",1,NA,NA
"1494",1494,"EPA0053","122",1,NA,NA
"1495",1495,"EPA0053","122",1,NA,NA
"1496",1496,"EPA0053","122",1,NA,NA
"1497",1497,"EPA0053","122",1,NA,NA
"1498",1498,"EPA0053","122",1,NA,NA
"1499",1499,"EPA0053","122",1,NA,NA
"1500",1500,"EPA0053","122",1,NA,NA
"1501",1501,"EPA0053","122",1,NA,NA
"1502",1502,"EPA0053","122",1,NA,NA
"1503",1503,"EPA0053","122",1,NA,NA
"1504",1504,"EPA0053","122",1,NA,NA
"1505",1505,"EPA0053","122",1,NA,NA
"1506",1506,"EPA0053","105",1,NA,NA
"1507",1507,"EPA0053","105",1,NA,NA
"1508",1508,"EPA0053","105",1,NA,NA
"1509",1509,"EPA0053","105",1,NA,NA
"1510",1510,"EPA0053","105",1,NA,NA
"1511",1511,"EPA0053","105",1,NA,NA
"1512",1512,"EPA0053","105",1,NA,NA
"1513",1513,"EPA0053","105",1,NA,NA
"1514",1514,"EPA0053","105",1,NA,NA
"1515",1515,"EPA0053","105",1,NA,NA
"1516",1516,"EPA0053","105",8,NA,NA
"1517",1517,"EPA0053","105",1,NA,NA
"1518",1518,"EPA0053","105",1,NA,NA
"1519",1519,"EPA0053","105",1,NA,NA
"1520",1520,"EPA0053","105",1,NA,NA
"1521",1521,"EPA0053","105",1,NA,NA
"1522",1522,"EPA0053","105",1,NA,NA
"1523",1523,"EPA0053","105",1,NA,NA
"1524",1524,"EPA0053","105",1,NA,NA
"1525",1525,"EPA0053","105",1,NA,NA
"1526",1526,"EPA0054","119",1,NA,NA
"1527",1527,"EPA0054","119",1,NA,NA
"1528",1528,"EPA0054","119",1,NA,NA
"1529",1529,"EPA0054","119",1,NA,NA
"1530",1530,"EPA0054","119",1,NA,NA
"1531",1531,"EPA0054","119",1,NA,NA
"1532",1532,"EPA0054","119",1,NA,NA
"1533",1533,"EPA0054","119",1,NA,NA
"1534",1534,"EPA0054","119",1,NA,NA
"1535",1535,"EPA0054","119",1,NA,NA
"1536",1536,"EPA0054","119",1,NA,NA
"1537",1537,"EPA0054","119",1,NA,NA
"1538",1538,"EPA0054","122",1,NA,NA
"1539",1539,"EPA0054","122",1,NA,NA
"1540",1540,"EPA0054","122",1,NA,NA
"1541",1541,"EPA0054","122",1,NA,NA
"1542",1542,"EPA0054","122",1,NA,NA
"1543",1543,"EPA0054","122",1,NA,NA
"1544",1544,"EPA0054","122",1,NA,NA
"1545",1545,"EPA0054","122",1,NA,NA
"1546",1546,"EPA0054","122",1,NA,NA
"1547",1547,"EPA0054","122",1,NA,NA
"1548",1548,"EPA0054","122",1,NA,NA
"1549",1549,"EPA0054","122",1,NA,NA
"1550",1550,"EPA0054","122",1,NA,NA
"1551",1551,"EPA0054","118",1,NA,NA
"1552",1552,"EPA0054","118",1,NA,NA
"1553",1553,"EPA0054","118",1,NA,NA
"1554",1554,"EPA0054","118",1,NA,NA
"1555",1555,"EPA0054","118",1,NA,NA
"1556",1556,"EPA0054","118",1,NA,NA
"1557",1557,"EPA0054","118",1,NA,NA
"1558",1558,"EPA0054","118",1,NA,NA
"1559",1559,"EPA0054","118",1,NA,NA
"1560",1560,"EPA0054","118",1,NA,NA
"1561",1561,"EPA0054","118",1,NA,NA
"1562",1562,"EPA0054","105",1,NA,NA
"1563",1563,"EPA0054","105",1,NA,NA
"1564",1564,"EPA0054","105",1,NA,NA
"1565",1565,"EPA0054","105",1,NA,NA
"1566",1566,"EPA0054","105",1,NA,NA
"1567",1567,"EPA0054","105",1,NA,NA
"1568",1568,"EPA0054","105",1,NA,NA
"1569",1569,"EPA0054","105",1,NA,NA
"1570",1570,"EPA0054","105",1,NA,NA
"1571",1571,"EPA0054","105",1,NA,NA
"1572",1572,"EPA0054","105",8,NA,NA
"1573",1573,"EPA0054","105",1,NA,NA
"1574",1574,"EPA0054","105",1,NA,NA
"1575",1575,"EPA0054","105",1,NA,NA
"1576",1576,"EPA0054","105",1,NA,NA
"1577",1577,"EPA0054","105",1,NA,NA
"1578",1578,"EPA0054","105",1,NA,NA
"1579",1579,"EPA0054","105",1,NA,NA
"1580",1580,"EPA0054","105",1,NA,NA
"1581",1581,"EPA0054","105",1,NA,NA
"1582",1582,"EPA0055","114",1,NA,NA
"1583",1583,"EPA0055","114",1,NA,NA
"1584",1584,"EPA0055","107",1,NA,NA
"1585",1585,"EPA0055","88",1,NA,NA
"1586",1586,"EPA0055","88",1,NA,NA
"1587",1587,"EPA0055","89",1,NA,NA
"1588",1588,"EPA0055","89",1,NA,NA
"1589",1589,"EPA0055","89",1,NA,NA
"1590",1590,"EPA0055","89",1,NA,NA
"1591",1591,"EPA0055","24",1,NA,NA
"1592",1592,"EPA0055","24",1,NA,NA
"1593",1593,"EPA0055","24",1,NA,NA
"1594",1594,"EPA0055","24",1,NA,NA
"1595",1595,"EPA0055","24",1,NA,NA
"1596",1596,"EPA0055","24",1,NA,NA
"1597",1597,"EPA0055","167",1,NA,NA
"1598",1598,"EPA0055","167",1,NA,NA
"1599",1599,"EPA0055","167",1,NA,NA
"1600",1600,"EPA0056","104",1,NA,NA
"1601",1601,"EPA0056","104",1,NA,NA
"1602",1602,"EPA0056","104",1,NA,NA
"1603",1603,"EPA0056","104",1,NA,NA
"1604",1604,"EPA0056","104",1,NA,NA
"1605",1605,"EPA0056","104",1,NA,NA
"1606",1606,"EPA0056","104",1,NA,NA
"1607",1607,"EPA0056","104",1,NA,NA
"1608",1608,"EPA0056","104",8,NA,NA
"1609",1609,"EPA0056","104",1,NA,NA
"1610",1610,"EPA0056","104",1,NA,NA
"1611",1611,"EPA0056","104",1,NA,NA
"1612",1612,"EPA0056","104",1,NA,NA
"1613",1613,"EPA0056","104",1,NA,NA
"1614",1614,"EPA0056","104",NA,NA,NA
"1615",1615,"EPA0056","104",1,NA,NA
"1616",1616,"EPA0056","104",1,NA,NA
"1617",1617,"EPA0056","105",1,NA,NA
"1618",1618,"EPA0056","105",1,NA,NA
"1619",1619,"EPA0056","105",1,NA,NA
"1620",1620,"EPA0056","105",1,NA,NA
"1621",1621,"EPA0056","105",1,NA,NA
"1622",1622,"EPA0056","105",1,NA,NA
"1623",1623,"EPA0056","105",1,NA,NA
"1624",1624,"EPA0056","105",1,NA,NA
"1625",1625,"EPA0056","105",1,NA,NA
"1626",1626,"EPA0056","105",1,NA,NA
"1627",1627,"EPA0056","105",8,NA,NA
"1628",1628,"EPA0056","105",1,NA,NA
"1629",1629,"EPA0056","105",1,NA,NA
"1630",1630,"EPA0056","105",1,NA,NA
"1631",1631,"EPA0056","105",1,NA,NA
"1632",1632,"EPA0056","105",1,NA,NA
"1633",1633,"EPA0056","105",1,NA,NA
"1634",1634,"EPA0056","105",1,NA,NA
"1635",1635,"EPA0056","105",1,NA,NA
"1636",1636,"EPA0056","105",1,NA,NA
"1637",1637,"EPA0057","156",1,NA,NA
"1638",1638,"EPA0058","122",1,NA,NA
"1639",1639,"EPA0058","122",1,NA,NA
"1640",1640,"EPA0058","122",1,NA,NA
"1641",1641,"EPA0058","122",1,NA,NA
"1642",1642,"EPA0058","122",1,NA,NA
"1643",1643,"EPA0058","122",1,NA,NA
"1644",1644,"EPA0058","122",1,NA,NA
"1645",1645,"EPA0058","122",1,NA,NA
"1646",1646,"EPA0058","122",1,NA,NA
"1647",1647,"EPA0058","122",1,NA,NA
"1648",1648,"EPA0058","122",1,NA,NA
"1649",1649,"EPA0058","122",1,NA,NA
"1650",1650,"EPA0058","122",1,NA,NA
"1651",1651,"EPA0058","96",1,NA,NA
"1652",1652,"EPA0058","96",1,NA,NA
"1653",1653,"EPA0058","96",1,NA,NA
"1654",1654,"EPA0058","96",1,NA,NA
"1655",1655,"EPA0058","96",1,NA,NA
"1656",1656,"EPA0058","96",1,NA,NA
"1657",1657,"EPA0058","96",1,NA,NA
"1658",1658,"EPA0058","96",1,NA,NA
"1659",1659,"EPA0058","96",1,NA,NA
"1660",1660,"EPA0058","96",1,NA,NA
"1661",1661,"EPA0058","96",1,NA,NA
"1662",1662,"EPA0058","96",NA,NA,NA
"1663",1663,"EPA0058","105",1,NA,NA
"1664",1664,"EPA0058","105",1,NA,NA
"1665",1665,"EPA0058","105",1,NA,NA
"1666",1666,"EPA0058","105",1,NA,NA
"1667",1667,"EPA0058","105",1,NA,NA
"1668",1668,"EPA0058","105",1,NA,NA
"1669",1669,"EPA0058","105",1,NA,NA
"1670",1670,"EPA0058","105",1,NA,NA
"1671",1671,"EPA0058","105",1,NA,NA
"1672",1672,"EPA0058","105",1,NA,NA
"1673",1673,"EPA0058","105",8,NA,NA
"1674",1674,"EPA0058","105",1,NA,NA
"1675",1675,"EPA0058","105",1,NA,NA
"1676",1676,"EPA0058","105",1,NA,NA
"1677",1677,"EPA0058","105",1,NA,NA
"1678",1678,"EPA0058","105",1,NA,NA
"1679",1679,"EPA0058","105",1,NA,NA
"1680",1680,"EPA0058","105",1,NA,NA
"1681",1681,"EPA0058","105",1,NA,NA
"1682",1682,"EPA0058","105",1,NA,NA
"1683",1683,"EPA0059","24",1,NA,NA
"1684",1684,"EPA0059","24",1,NA,NA
"1685",1685,"EPA0059","24",1,NA,NA
"1686",1686,"EPA0059","24",1,NA,NA
"1687",1687,"EPA0059","24",1,NA,NA
"1688",1688,"EPA0059","24",1,NA,NA
"1689",1689,"EPA0059","89",1,NA,NA
"1690",1690,"EPA0059","89",1,NA,NA
"1691",1691,"EPA0059","89",1,NA,NA
"1692",1692,"EPA0059","89",1,NA,NA
"1693",1693,"EPA0060","114",1,NA,NA
"1694",1694,"EPA0060","114",1,NA,NA
"1695",1695,"EPA0060","88",1,NA,NA
"1696",1696,"EPA0060","88",1,NA,NA
"1697",1697,"EPA0060","89",1,NA,NA
"1698",1698,"EPA0060","89",1,NA,NA
"1699",1699,"EPA0060","89",1,NA,NA
"1700",1700,"EPA0060","89",1,NA,NA
"1701",1701,"EPA0060","24",1,NA,NA
"1702",1702,"EPA0060","24",1,NA,NA
"1703",1703,"EPA0060","24",1,NA,NA
"1704",1704,"EPA0060","24",1,NA,NA
"1705",1705,"EPA0060","24",1,NA,NA
"1706",1706,"EPA0060","24",1,NA,NA
"1707",1707,"EPA0060","167",1,NA,NA
"1708",1708,"EPA0060","167",1,NA,NA
"1709",1709,"EPA0060","167",1,NA,NA
"1710",1710,"EPA0061","118",1,NA,NA
"1711",1711,"EPA0061","118",1,NA,NA
"1712",1712,"EPA0061","118",1,NA,NA
"1713",1713,"EPA0061","118",1,NA,NA
"1714",1714,"EPA0061","118",1,NA,NA
"1715",1715,"EPA0061","118",1,NA,NA
"1716",1716,"EPA0061","118",1,NA,NA
"1717",1717,"EPA0061","118",1,NA,NA
"1718",1718,"EPA0061","118",1,NA,NA
"1719",1719,"EPA0061","118",1,NA,NA
"1720",1720,"EPA0061","118",1,NA,NA
"1721",1721,"EPA0061","119",1,NA,NA
"1722",1722,"EPA0061","119",1,NA,NA
"1723",1723,"EPA0061","119",1,NA,NA
"1724",1724,"EPA0061","119",1,NA,NA
"1725",1725,"EPA0061","119",1,NA,NA
"1726",1726,"EPA0061","119",1,NA,NA
"1727",1727,"EPA0061","119",1,NA,NA
"1728",1728,"EPA0061","119",1,NA,NA
"1729",1729,"EPA0061","119",1,NA,NA
"1730",1730,"EPA0061","119",1,NA,NA
"1731",1731,"EPA0061","119",1,NA,NA
"1732",1732,"EPA0061","119",1,NA,NA
"1733",1733,"EPA0061","96",1,NA,NA
"1734",1734,"EPA0061","96",1,NA,NA
"1735",1735,"EPA0061","96",1,NA,NA
"1736",1736,"EPA0061","96",1,NA,NA
"1737",1737,"EPA0061","96",1,NA,NA
"1738",1738,"EPA0061","96",1,NA,NA
"1739",1739,"EPA0061","96",1,NA,NA
"1740",1740,"EPA0061","96",1,NA,NA
"1741",1741,"EPA0061","96",1,NA,NA
"1742",1742,"EPA0061","96",1,NA,NA
"1743",1743,"EPA0061","96",1,NA,NA
"1744",1744,"EPA0061","96",NA,NA,NA
"1745",1745,"EPA0061","93",1,NA,NA
"1746",1746,"EPA0061","93",1,NA,NA
"1747",1747,"EPA0061","93",1,NA,NA
"1748",1748,"EPA0061","93",1,NA,NA
"1749",1749,"EPA0061","93",1,NA,NA
"1750",1750,"EPA0061","93",1,NA,NA
"1751",1751,"EPA0061","93",1,NA,NA
"1752",1752,"EPA0061","93",1,NA,NA
"1753",1753,"EPA0061","93",1,NA,NA
"1754",1754,"EPA0061","93",1,NA,NA
"1755",1755,"EPA0061","93",1,NA,NA
"1756",1756,"EPA0061","93",1,NA,NA
"1757",1757,"EPA0061","93",1,NA,NA
"1758",1758,"EPA0061","138",1,NA,NA
"1759",1759,"EPA0061","138",1,NA,NA
"1760",1760,"EPA0061","138",1,NA,NA
"1761",1761,"EPA0061","138",1,NA,NA
"1762",1762,"EPA0061","138",1,NA,NA
"1763",1763,"EPA0061","138",1,NA,NA
"1764",1764,"EPA0061","138",1,NA,NA
"1765",1765,"EPA0061","138",1,NA,NA
"1766",1766,"EPA0061","138",1,NA,NA
"1767",1767,"EPA0061","138",1,NA,NA
"1768",1768,"EPA0061","138",1,NA,NA
"1769",1769,"EPA0061","138",1,NA,NA
"1770",1770,"EPA0062","93",1,NA,NA
"1771",1771,"EPA0062","93",1,NA,NA
"1772",1772,"EPA0062","93",1,NA,NA
"1773",1773,"EPA0062","93",1,NA,NA
"1774",1774,"EPA0062","93",1,NA,NA
"1775",1775,"EPA0062","93",1,NA,NA
"1776",1776,"EPA0062","93",1,NA,NA
"1777",1777,"EPA0062","93",1,NA,NA
"1778",1778,"EPA0062","93",1,NA,NA
"1779",1779,"EPA0062","93",1,NA,NA
"1780",1780,"EPA0062","93",1,NA,NA
"1781",1781,"EPA0062","93",1,NA,NA
"1782",1782,"EPA0062","93",1,NA,NA
"1783",1783,"EPA0062","138",1,NA,NA
"1784",1784,"EPA0062","138",1,NA,NA
"1785",1785,"EPA0062","138",1,NA,NA
"1786",1786,"EPA0062","138",1,NA,NA
"1787",1787,"EPA0062","138",1,NA,NA
"1788",1788,"EPA0062","138",1,NA,NA
"1789",1789,"EPA0062","138",1,NA,NA
"1790",1790,"EPA0062","138",1,NA,NA
"1791",1791,"EPA0062","138",1,NA,NA
"1792",1792,"EPA0062","138",1,NA,NA
"1793",1793,"EPA0062","138",1,NA,NA
"1794",1794,"EPA0062","138",1,NA,NA
"1795",1795,"EPA0063","25",1,NA,NA
"1796",1796,"EPA0063","25",6,NA,NA
"1797",1797,"EPA0063","25",9,NA,NA
"1798",1798,"EPA0063","25",1,NA,NA
"1799",1799,"EPA0063","25",1,NA,NA
"1800",1800,"EPA0063","25",5,NA,NA
"1801",1801,"EPA0063","25",1,NA,NA
"1802",1802,"EPA0063","25",1,NA,NA
"1803",1803,"EPA0063","25",1,NA,NA
"1804",1804,"EPA0063","25",1,NA,NA
"1805",1805,"EPA0063","25",1,NA,NA
"1806",1806,"EPA0063","25",1,NA,NA
"1807",1807,"EPA0064","85",1,NA,NA
"1808",1808,"EPA0064","84",1,NA,NA
"1809",1809,"EPA0065","25",1,NA,NA
"1810",1810,"EPA0065","25",6,NA,NA
"1811",1811,"EPA0065","25",9,NA,NA
"1812",1812,"EPA0065","25",1,NA,NA
"1813",1813,"EPA0065","25",1,NA,NA
"1814",1814,"EPA0065","25",5,NA,NA
"1815",1815,"EPA0065","25",1,NA,NA
"1816",1816,"EPA0065","25",1,NA,NA
"1817",1817,"EPA0065","25",1,NA,NA
"1818",1818,"EPA0065","25",1,NA,NA
"1819",1819,"EPA0065","25",1,NA,NA
"1820",1820,"EPA0065","25",1,NA,NA
"1821",1821,"EPA0066","133",1,NA,NA
