EPA_organisation_identifier	EPA_organisation (lookup auto-populated)	Standard_code	StandardName (lookup auto-populated)	Effective_from	Effective_to	Contact_name	Contact_phonenumber	Contact_email	Date standard Approved on the Register	Comments
EPA0042	Highfield Awarding Body for Compliance (HABC)	102	Healthcare Assistant Practitioner	01/07/2017		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/06/2016	
EPA0042	Highfield Awarding Body for Compliance (HABC)	103	Healthcare Support Worker	01/07/2017		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/11/2016	
EPA0042	Highfield Awarding Body for Compliance (HABC)	151	Senior Healthcare Support Worker	01/07/2017		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/11/2016	
EPA0095	Professional Assessment Ltd	139	Senior Chef Production Cooking	01/07/2017		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/10/2016	
EPA0095	Professional Assessment Ltd	169	Chef De Partie	01/07/2017		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/05/2016	
EPA0095	Professional Assessment Ltd	93	Commis Chef	01/07/2017		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/05/2016	
EPA0095	Professional Assessment Ltd	138	Hospitality Supervisor	01/07/2017		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/10/2016	
EPA0095	Professional Assessment Ltd	96	Hospitality Team Member	01/07/2017		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/05/2016	
EPA0002	British Institute of Facilities Management	23	Property Maintenance Operative	31/03/2016	31/12/2017					Lapsed
EPA0033	NCFE/CACHE	133	Assistant Accountant	01/05/2017	31/12/2017		0191 240 8950			Lapsed
EPA0033	NCFE/CACHE	55	Chartered Manager Degree Apprenticeship	01/05/2017	31/12/2017		0191 240 8950			Lapsed
EPA0096	University of Leeds	25	Digital and Technology Solutions Professional	01/08/2017		David Gardner	0113 34 34038	d.gardner@leeds.ac.uk	01/09/2016	
EPA0048	South West Councils	36	Public Service Operational Delivery Officer	01/12/2017		Fay Edwards	01823 270101	fay.edwards@swcouncils.gov.uk	01/11/2015	
EPA0010	EAL	90	Rail Engineering Operative	01/12/2017		Mrs Carolyn Barker	01923 652400	carolyn.barker@eal.org.uk	01/05/2016	
EPA0008	City and Guilds	180	Arborist	01/04/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/06/2017	
EPA0008	City and Guilds	182	Forest Operative	01/04/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/06/2017	
EPA0008	City and Guilds	181	Horticulture and Landscape Operative	01/04/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/06/2017	
EPA0008	City and Guilds	135	Heavy Vehicle Service and Maintenance Technician	01/09/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/10/2016	
EPA0014	NOCN	171	Construction Steel Fixer	01/03/2018		Graham Hasting-Evans	0114 227 0500	managing.director@nocn.org.uk	01/10/2016	
EPA0016	Pearson Education Limited	110	Large Goods Vehicle (LGV) Driver	01/03/2018		Rohini Bhattacharya	07711 390 910	rohini.bhattacharya@pearson.com	01/10/2016	
EPA0016	Pearson Education Limited	109	Supply Chain Operator	01/03/2018		Rohini Bhattacharya	07711 390 910	rohini.bhattacharya@pearson.com	01/10/2016	
EPA0016	Pearson Education Limited	111	Supply Chain Warehouse Operative	01/03/2018		Rohini Bhattacharya	07711 390 910	rohini.bhattacharya@pearson.com	01/07/2016	
EPA0097	International Compliance Association	143	Compliance / Risk Officer	01/03/2018		Bill Howarth	07855 311 638 /07834337605	bhowarth@int-comp.org	01/10/2016	
EPA0097	International Compliance Association	144	Senior Compliance / Risk Specialist	01/03/2018		Bill Howarth	07855 311 638 /07834337605	bhowarth@int-comp.org	01/10/2016	
EPA0045	Occupational Awards Limited	101	Retailer	01/03/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/06/2016	
EPA0045	Occupational Awards Limited	111	Supply Chain Warehouse Operative	01/03/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/07/2016	
EPA0045	Occupational Awards Limited	146	Maintenance and Operations Engineering Technician	01/03/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/11/2016	
EPA0061	Training Qualifications UK	122	Customer Service Practitioner	01/05/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/09/2016	
EPA0099	Road Haulage Association	110	Large Goods Vehicle (LGV) Driver	01/07/2018		Arnold Monk	01733 842764	a.monk@rha.uk.net	01/10/2016	
EPA0090	BPEC Certification Ltd	74	Gas Engineering	01/01/2018		Matt Skelding	01332 376005	mskelding@bpec.org.uk	01/03/2016	
EPA0098	Institute of Animal Technology	179	Animal Technologist	01/04/2018		Nikki Chambers	0800 085 4380	admin@iat.org.uk	01/07/2017	
EPA0002	British Institute of Facilities Management	162	Facilities Management Supervisor	01/07/2018		Linda Hausmanis	01279 712649	info@bifm.org.uk	01/03/2016	
EPA0010	EAL	59	Motor Vehicle Service and Maintenance Technician (light vehicle)	01/04/2018		Mrs Carolyn Barker	01923 652400	carolyn.barker@eal.org.uk	01/01/2016	
EPA0026	Chartered Management Institute	236	Senior Leader Master's Degree Apprenticeship	01/02/2018		Alison Cox	0333 220 3145	apprenticeships@managers.org.uk	01/08/2017	
EPA0022	Innovate Awarding Limited	196	Business Administrator	01/07/2018		John McNamara	0117 3142800	epa@innovateawarding.org	01/09/2017	
EPA0100	IOM Communications	160	Composites Technician	01/04/2018		Ian Bowbrick	1476513893	ian.bowbrick@iom3.org	01/03/2017	
EPA0101	The University of West London	25	Digital and Technology Solutions Professional	21/11/2017		Janet Rowson	020 8231 2607	Janet.Rowson@uwl.ac.uk	01/09/2016	
EPA0102	Lakes College	163	Nuclear Technician	01/02/2018		Paul Fairclough	01946 839300	paulf@lcwc.ac.uk	01/04/2017	
EPA0103	Essential Learning and Skills Ltd	155	Unified Communications Technician	01/04/2018		David Matthews	7736667131	enquiriesmailbox@elas.ltd	01/01/2017	
EPA0104	HEE National School of Healthcare Science	150	Healthcare Science Associate	01/04/2018		Sandie Gay	0121 695 2529	nshcs.assessment@hee.nhs.uk	01/11/2016	
EPA0041	DSW Consulting	101	Retailer	29/11/2017		Tim Hattersley	01302 760 008	info@dswapprenticeships.co.uk	01/06/2016	
EPA0041	DSW Consulting	140	Retail Team Leader	29/11/2017		Tim Hattersley	01302 760 008	info@dswapprenticeships.co.uk	01/10/2016	
EPA0041	DSW Consulting	147	Retail Manager	29/11/2017		Tim Hattersley	01302 760 008	info@dswapprenticeships.co.uk	01/11/2016	
EPA0105	Skills for Logistics (2015) Ltd	110	Large Goods Vehicle (LGV) Driver	01/06/2018		David Coombes	1179278807	contact@skillsforlogistics.co.uk	01/10/2016	
EPA0064	AIM Awards	112	Broadcast Production Assistant	01/02/2018		Gareth Metcalf	01332 224 657	gareth.metcalf@aimawards.org.uk	03/11/2016	
EPA0064	AIM Awards	174	Junior Content Producer	01/02/2018		Gareth Metcalf	01332 224 657	gareth.metcalf@aimawards.org.uk	04/11/2016	
EPA0008	City and Guilds	155	Unified Communications Technician	01/08/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	05/11/2016	
EPA0008	City and Guilds	120	Travel Consultant	01/06/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	06/11/2016	
EPA0008	City and Guilds	101	Retailer	01/06/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/06/2016	
EPA0008	City and Guilds	140	Retail Team Leader	01/06/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/11/2016	
EPA0061	Training Qualifications UK	104	Operations/Departmental Manager	01/05/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/10/2016	
EPA0061	Training Qualifications UK	105	Team Leader/Supervisor	01/05/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/10/2016	
EPA0061	Training Qualifications UK	196	Business Administrator	01/05/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/09/2017	
EPA0069	VTCT	122	Customer Service Practitioner	01/05/2018		Ashley Barnes	023 8068 4500	customersupport@vtct.org.uk	01/09/2016	
EPA0069	VTCT	147	Retail Manager	01/05/2018		Ashley Barnes	023 8068 4500	customersupport@vtct.org.uk	01/11/2016	
EPA0106	Colchester County High School for Girls	203	Teacher	01/02/2018		Alastair Heath-Robinson	01206 364728	enquiries@colchesterttc.org.uk	01/10/2017	
EPA0107	Suffolk Chamber of Commerce	55	Chartered Manager Degree Apprenticeship	01/08/2018		Robert Turnbull	01473 680600	robert@suffolkchamber.co.uk	01/02/2016	
EPA0108	TEACH Poole	203	Teacher	01/08/2018		Georgina Verrinder	01202 605315	gvscitt@adastra.poole.sch.uk	01/10/2017	
EPA0038	Association of Chartered Certified Accountants	204	Accountancy Taxation Professional	01/09/2018		Anjie Daden	020 70595812	apprenticeships@accaglobal.com	01/07/2016	
EPA0011	FDQ Ltd	177	Baker	01/09/2018		Terry Fennell	0113 3970321	Terry.Fennell@fdq.org.uk	01/12/2016	
EPA0050	ICAEW	204	Accountancy Taxation Professional	01/09/2018		Clemence Mayali	01908 248250	Business.Development@icaew.com	01/07/2016	
EPA0045	Occupational Awards Limited	196	Business Administrator	01/06/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/09/2017	
EPA0045	Occupational Awards Limited	122	Customer Service Practitioner	01/06/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/11/2016	
EPA0045	Occupational Awards Limited	172	Fishmonger	01/06/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/11/2016	
EPA0045	Occupational Awards Limited	140	Retail Team Leader	01/06/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/11/2016	
EPA0045	Occupational Awards Limited	209	Supply Chain Practitioner	01/06/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/11/2017	
EPA0045	Occupational Awards Limited	229	Creative Venue Technician	01/06/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/11/2017	
EPA0053	Active IQ	228	Leisure Duty Manager	01/06/2018		Sarah Edmonds	01480 467950	Sarah@activeiq.co.uk	01/10/2017	
EPA0041	DSW Consulting	144	Senior Compliance / Risk Specialist	12/01/2018		Tim Hattersley	01302 760 008	info@dswapprenticeships.co.uk	01/10/2016	
EPA0058	iCQ	93	Commis Chef	01/09/2018		Paul Paice	07984 201555	paul.paice@icanqualify.co.uk	01/11/2016	
EPA0058	iCQ	138	Hospitality Supervisor	01/09/2018		Paul Paice	07984 201555	paul.paice@icanqualify.co.uk	01/10/2016	
EPA0058	iCQ	139	Senior Chef Production Cooking	01/09/2018		Paul Paice	07984 201555	paul.paice@icanqualify.co.uk	01/11/2016	
EPA0080	Institution of Civil Engineers	199	Civil Engineering Technician	01/03/2018		Sheila Billett	0207 665 2012	epa@ice.org.uk	01/04/2015	
EPA0080	Institution of Civil Engineers	200	Civil Engineer	01/03/2018		Sheila Billett	0207 665 2012	epa@ice.org.uk	01/04/2015	
EPA0109	Sheldrake Training Limited	86	Aviation Ground Specialist	01/06/2018		Hugh McKinney	01980 845358	epa@sheldraketraining.co.uk	01/05/2016	
EPA0109	Sheldrake Training Limited	87	Aviation Ground Operative	01/06/2018		Hugh McKinney	01980 845358	epa@sheldraketraining.co.uk	01/05/2016	
EPA0110	CIPD	190	HR Consultant / Partner	01/09/2018		Joanne Davis	020 86126208	joanne.davis@cipd.co.uk	01/09/2017	
EPA0110	CIPD	191	HR Support	01/09/2018		Joanne Davis	020 86126208	joanne.davis@cipd.co.uk	01/09/2017	
EPA0111	Cornwall SCITT	203	Teacher	01/09/2018		Alison Smith	01872 267164	alisons@truro-penwith.ac.uk	01/10/2017	
EPA0112	Essex Teacher Training	203	Teacher	01/03/2018		Pearl Gibson	033301 39982	info@essexteachertraining.co.uk	01/10/2017	
EPA0113	Essex and Thames Primary SCITT	203	Teacher	12/01/2018		Emma Nunn	01268 570215	admin@thamesprimaryscitt.co.uk	01/10/2017	
EPA0114	Harris Initial Teacher Education	203	Teacher	01/03/2018		Rachael Hare	0208 253 7758	info@harrisschooldirect.com	01/10/2017	
EPA0116	The Academy at Shotton Hall	203	Teacher	12/01/2018		Nicky Hickman	1915180222	nicola.hickman@shottonhallacademy.co.uk	01/10/2017	
EPA0117	2Schools Consortium	203	Teacher	01/09/2018		Isabella Mora	2088076906	training@oakthorpe.enfield.sch.uk	01/10/2017	
EPA0118	Academy for Project Management	128	Associate Project Manager	01/05/2018		Joseph Alba	7796600478	joseph.f.s.alba@academy4pm.com	01/10/2016	
EPA0119	CSR Scientific Training Limited	14	Laboratory Technician	01/09/2018		Simon Jukes	0121 354 2442	simonjukes@csr-group.co.uk	01/10/2015	
EPA0119	CSR Scientific Training Limited	221	Laboratory Scientist	01/09/2018		Simon Jukes	0121 354 2442	simonjukes@csr-group.co.uk	01/03/2016	
EPA0120	Hygiene Sue Assessment	96	Hospitality Team Member	01/09/2018		Chelsea Allen	01892 524957	theoffice@hsa.co.uk	01/05/2016	
EPA0121	East Sussex Teacher Training Partnership SCITT	203	Teacher	01/09/2018		Alan Taylor	01273 482088	alan.taylor@eastsussex@gov.uk	01/10/2017	
EPA0122	e-Qualitas	203	Teacher	01/09/2018		Dr Vivien Johnston	01892 513881	vivien@e-qualitas.co.uk	01/10/2017	
EPA0123	London Metropolitan University	203	Teacher	01/09/2018		Chris Lane	020 7423 0000	c.lane@londonmet.ac.uk	01/10/2017	
EPA0124	Newman University	203	Teacher	01/09/2018		Kate Mara	0121 476 1181 ext 2362	k.mara@newman.ac.uk	01/10/2017	
EPA0125	MP Awards	175	Mineral Processing Mobile and Static Plant Operator	01/09/2018		Roseanne Hayward	0115 972 6121	roseanne.hayward@mpawards.co.uk	01/06/2017	
EPA0126	Mid Essex Initial Teacher Training	203	Teacher	01/09/2018		Martin Higgon	01376 556300	martin.higgon@notleyhigh.com	01/10/2017	
EPA0127	University of Roehampton	25	Digital and Technology Solutions Professional	01/03/2018		Fiona Gardiner	020 8392 3762	fiona.gardiner@roehampton.ac.uk	01/09/2016	
EPA0128	Surrey South Farnham SCITT	203	Teacher	01/06/2018		Claire Harnden	01252 717408	charnden@sfet.org.uk	01/10/2017	
EPA0129	University of Gloucestershire	203	Teacher	01/09/2018		Ian Cumiskey	1242714738	icumiskey@glos.ac.uk	01/10/2017	
EPA0008	City and Guilds	196	Business Administrator	01/09/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/09/2017	
EPA0008	City and Guilds	55	Chartered Manager Degree Apprenticeship	01/09/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/02/2016	
EPA0008	City and Guilds	102	Healthcare Assistant Practitioner	01/09/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/06/2016	
EPA0115	Titan Partnership Ltd	203	Teacher	01/09/2018		Claire Mitchell-White	0121 607 1930	Claire.mitchell-white@titan.org.uk	01/10/2017	
EPA0104	HEE National School of Healthcare Science	99	Healthcare Science Assistant	01/06/2018		Sandie Gay	0121 695 2529	nshcs.assessment@hee.nhs.uk	01/11/2016	
EPA0104	HEE National School of Healthcare Science	168	Healthcare Science Practitioner	01/06/2018		Sandie Gay	0121 695 2529	nshcs.assessment@hee.nhs.uk	01/11/2016	
EPA0086	Babcock Engineering Assessments	188	Rail Infrastructure Operator	01/06/2018		David Glazier	02392 542371	david.glazier@babcockinternational.com	01/05/2016	
EPA0033	NCFE/CACHE	196	Business Administrator	01/06/2018		David Grailey	0191 240 8950	epa@ncfe.org.uk	01/09/2017	
EPA0042	Highfield Awarding Body for Compliance (HABC)	189	Passenger Transport Driver - bus, coach and rail	01/06/2018		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/08/2017	
EPA0132	University of Derby	25	Digital and Technology Solutions Professional	01/10/2018		Kirsty Tallis	01332 593225	k.tallis@derby.ac.uk	01/09/2016	
EPA0131	Prepare to Achieve Ltd	119	Adult Care Worker	01/10/2018		Sandra Evans	0151 650 6952	info@preparetoachieve.co.uk	01/07/2016	
EPA0133	Chartered Institute of Management Accountants (CIMA)	117	Professional Accounting Taxation Technician	01/10/2018		David Rowsby	0203 814 2274	David.Rowsby@aicpa-cima.com	01/07/2016	
EPA0134	Merseyside, Cheshire and Greater Manchester Teacher Training Consortium	203	Teacher	01/10/2018		Phil Daniels	1928511778	admin@teachertrainingconsortium.org.uk	01/10/2017	
EPA0011	FDQ Ltd	130	Food and Drink Process Operator	01/10/2018		Terry Fennell	0113 3970321	Terry.Fennell@fdq.org.uk	01/10/2016	
EPA0105	Skills for Logistics (2015) Ltd	209	Supply Chain Practitioner	01/09/2018		David Coombes	0117 9278807	contact@skillsforlogistics.co.uk	01/11/2017	
EPA0105	Skills for Logistics (2015) Ltd	111	Supply Chain Warehouse Operative	01/09/2018		David Coombes	0117 9278807	contact@skillsforlogistics.co.uk	01/07/2016	
EPA0061	Training Qualifications UK	103	Healthcare Support Worker	01/10/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/11/2016	
EPA0061	Training Qualifications UK	151	Senior Healthcare Support Worker	01/10/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/11/2016	
EPA0061	Training Qualifications UK	157	Hair Professional	01/10/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/01/2017	
EPA0130	YMCA Awards	228	Leisure Duty Manager	01/10/2018		Adam Williams	0207343 1800	awards.epa@ymca.co.uk	01/10/2017	
EPA0042	Highfield Awarding Body for Compliance (HABC)	86	Aviation Ground Specialist	01/10/2018		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/05/2016	
EPA0042	Highfield Awarding Body for Compliance (HABC)	87	Aviation Ground Operative	01/10/2018		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/05/2016	
EPA0042	Highfield Awarding Body for Compliance (HABC)	123	Aviation Operations Manager	01/10/2018		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/10/2016	
EPA0079	Instructus	101	Retailer	01/10/2018		Johan Thomsen	01536 738631	johan.thomsen@Instructus.org	01/06/2016	
EPA0014	NOCN	195	Digital Engineering Technician	01/10/2018		Graham Hasting-Evans	0114 227 0500	managing.director@nocn.org.uk	01/09/2017	
EPA0028	Science Industry Assessment Service	TBC	Technician Scientist	01/10/2018		Janice Snape	1925515211	Janice.snape@siasuk.com	01/11/2017	
EPA0028	Science Industry Assessment Service	249	Science Manufacturing Process Operative	01/10/2018		Janice Snape	1925515211	Janice.snape@siasuk.com	01/11/2017	
EPA0028	Science Industry Assessment Service	248	Science Industry Process/Plant Engineer (Degree)	01/10/2018		Janice Snape	1925515211	Janice.snape@siasuk.com	01/11/2017	
EPA0028	Science Industry Assessment Service	221	Laboratory Scientist	01/10/2018		Janice Snape	1925515211	Janice.snape@siasuk.com	01/01/2018	
EPA0048	South West Councils	196	Business Administrator	01/07/2018		Fay Edwards	01823 270101	epa@swcouncils.gov.uk	01/09/2017	
EPA0048	South West Councils	190	HR Consultant / Partner	01/07/2018		Fay Edwards	01823 270101	epa@swcouncils.gov.uk	01/09/2017	
EPA0048	South West Councils	191	HR Support	01/07/2018		Fay Edwards	01823 270101	epa@swcouncils.gov.uk	01/09/2017	
EPA0135	AuFait Training & Consultancy	190	HR Consultant / Partner	01/07/2018		Colleen Ashley	01606 77972	colleen@aufait-training.com	01/09/2017	
EPA0135	AuFait Training & Consultancy	191	HR Support	01/07/2018		Colleen Ashley	01606 77972	colleen@aufait-training.com	01/09/2017	
EPA0135	AuFait Training & Consultancy	138	Hospitality Supervisor	01/07/2018		Colleen Ashley	01606 77972	colleen@aufait-training.com	01/10/2016	
EPA0137	Brockenhurst College	165	IS Business Analyst	01/05/2018		Daniel Power	01590 625555	dpower@brock.ac.uk	01/10/2016	
EPA0137	Brockenhurst College	93	Commis Chef	01/05/2018		Daniel Power	01590 625555	dpower@brock.ac.uk	01/10/2016	
EPA0008	City and Guilds	74	Gas Engineering	01/11/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/03/2016	
EPA0008	City and Guilds	138	Hospitality Supervisor	01/11/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/10/2016	
EPA0008	City and Guilds	139	Senior Chef Production Cooking	01/11/2018		Jamie Holland	0844 543 0000	apprenticeships@cityandguilds.com	01/11/2016	
EPA0041	DSW Consulting	196	Business Administrator	01/03/2018		Tim Hattersley	01302 760 008	info@dswapprenticeships.co.uk	01/09/2017	
EPA0042	Highfield Awarding Body for Compliance (HABC)	196	Business Administrator	01/11/2018		Ben Cressey	0845 226 0350	bcressey@highfieldabc.com	01/09/2017	
EPA0132	University of Derby	203	Teacher	01/03/2018		Kirsty Tallis	01332 593225	k.tallis@derby.ac.uk	01/10/2017	
EPA0014	NOCN	186	Project Controls Technician	01/11/2018		Graham Hasting-Evans	0114 227 0500	managing.director@nocn.org.uk	01/09/2017	
EPA0014	NOCN	30	Investment Operations Specialist	01/11/2018		Graham Hasting-Evans	0114 227 0500	managing.director@nocn.org.uk	01/09/2017	
EPA0014	NOCN	60	Insurance Practitioner	01/11/2018		Graham Hasting-Evans	0114 227 0500	managing.director@nocn.org.uk	01/09/2017	
EPA0014	NOCN	63	Insurance Professional	01/11/2018		Graham Hasting-Evans	0114 227 0500	managing.director@nocn.org.uk	01/09/2017	
EPA0016	Pearson Education Limited	196	Business Administrator	01/11/2018		Rohini Bhattacharya	07711 390 910	rohini.bhattacharya@pearson.com	01/09/2017	
EPA0095	Professional Assessment Ltd	119	Adult Care Worker	01/08/2018		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/07/2016	
EPA0095	Professional Assessment Ltd	118	Lead Adult Care Worker	01/08/2018		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/07/2016	
EPA0095	Professional Assessment Ltd	101	Retailer	01/08/2018		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/06/2016	
EPA0095	Professional Assessment Ltd	159	Event Assistant	01/08/2018		Linda Martin	0800 160 1899	info@professionalassessment.co.uk	01/02/2017	
EPA0084	Royal Aeronautical Society	166	Postgraduate Engineer	01/08/2018		Lynn Beattie	0207 670 4300	lynn.beattie@aerosociety.com	01/05/2017	
EPA0084	Royal Aeronautical Society	37	Aerospace Engineer	01/08/2018		Lynn Beattie	0207 670 4300	lynn.beattie@aerosociety.com	01/04/2018	
EPA0084	Royal Aeronautical Society	38	Aerospace Software Development Engineer	01/08/2018		Lynn Beattie	0207 670 4300	lynn.beattie@aerosociety.com	01/04/2018	
EPA0084	Royal Aeronautical Society	114	Aircraft Maintenance Certifying Engineer	01/08/2018		Lynn Beattie	0207 670 4300	lynn.beattie@aerosociety.com	01/07/2016	
EPA0082	SFJ Awards	105	Team Leader/Supervisor	01/08/2018		Steve Batty	0114 284 1970	s.batty@sfjawards.com	01/09/2016	
EPA0082	SFJ Awards	122	Customer Service Practitioner	01/08/2018		Steve Batty	0114 284 1970	s.batty@sfjawards.com	01/09/2016	
EPA0140	RTITB	110	Large Goods Vehicle (LGV) Driver	01/08/2018		Laura Nelson	01952 520200	epa@rtitb.co.uk	01/10/2016	
EPA0140	RTITB	111	Supply Chain Warehouse Operative	01/08/2018		Laura Nelson	01952 520200	epa@rtitb.co.uk	01/07/2016	
EPA0139	Tes Institute	203	Teacher	01/08/2018		Tes Institute Enquiries	0203 194 3164	institute@tesglobal.com	01/10/2017	
EPA0039	BIIAB	111	Supply Chain Warehouse Operative	01/11/2018		Customer Support	01276 684449	customersupport@bii.org	01/07/2016	
EPA0022	Innovate Awarding Limited	228	Leisure Duty Manager	01/08/2018		Charlotte Bosworth	0117 3142800	epa@Innovateawarding.org	01/10/2017	
EPA0022	Innovate Awarding Limited	111	Supply Chain Warehouse Operative	01/08/2018		Charlotte Bosworth	0117 3142800	epa@Innovateawarding.org	01/07/2016	
EPA0047	QFI	171	Construction Steel Fixer	01/08/2018		Richard McClelland	07710 427643	richard.mcclelland@qfi.org.uk	01/10/2016	
EPA0047	QFI	219	Lifting Technician	01/08/2018		Richard McClelland	07710 427643	richard.mcclelland@qfi.org.uk	01/10/2017	
EPA0054	Skillsfirst Assess	217	Recruitment Consultant	01/11/2018		Mark Child/Yvonne Bennett	0121 270 5100	enquiries@skillsfirstassess.co.uk	01/10/2017	
EPA0054	Skillsfirst Assess	218	Recruitment Resourcer	01/11/2018		Mark Child/Yvonne Bennett	0121 270 5100	enquiries@skillsfirstassess.co.uk	01/10/2017	
EPA0141	Headquarters Infantry	108	HM Forces Serviceperson (Public Services)	01/08/2018		Derek McConnachie	01985 222752	infhq-pdat-po@mod.uk	01/07/2016	
EPA0142	Recruitment and Employment Confederation (REC)	217	Recruitment Consultant	01/11/2018		Richard Charnock	020 7009 2100	epao@rec.uk.com	01/10/2017	
EPA0145	Northumbria University	25	Digital and Technology Solutions Professional	28/03/2018		Sue Graham	1912273188	sue.graham@northumbria.ac.uk	01/09/2016	
EPA0146	The Education and Care Qualification Network	119	Adult Care Worker	01/04/2018		Reece Borg	2038244091	Reece@ecqn.co.uk	01/07/2016	
EPA0146	The Education and Care Qualification Network	118	Lead Adult Care Worker	01/04/2018		Reece Borg	2038244091	Reece@ecqn.co.uk	01/07/2016	
EPA0147	Chartered Institution of Highways and Transportation	100	Transport Planning Technician	01/05/2018		Sue Stevens	2073361555	sue.stevens@ciht.org,uk	01/05/2016	
EPA0144	Vista Training	119	Adult Care Worker	01/04/2018		Ali Sharif	0843 289 6351	epa@vistaassessmentsolutions.co.uk	01/07/2016	
EPA0144	Vista Training	118	Lead Adult Care Worker	01/04/2018		Ali Sharif	0843 289 6351	epa@vistaassessmentsolutions.co.uk	01/07/2016	
EPA0148	United Centre of Excellence Limited	238	Improvement Technician	01/06/2018			01332 345205	Info@UCE.org.uk.	01/02/2018	
EPA0148	United Centre of Excellence Limited	237	Improvement Practitioner	01/06/2018			01332 345205	Info@UCE.org.uk.	01/02/2018	
EPA0149	South Coast SCITT	203	Teacher	01/08/2018		Angela Barnes	01425 674625	abarnes@scscitt.co.uk	01/10/2017	
EPA0045	Occupational Awards Limited	261	Trade Supplier	01/05/2018		Sally Worsley-Speck	01235 432 032	Info@oawards.co.uk	01/04/2018	
EPA0143	Specialised HGV	110	Large Goods Vehicle (LGV) Driver	01/03/2018		Solomon Kravitz	0207 908 5437	solomon@hgvtraining.co.uk	01/04/2018	
EPA0044	The Colleges' Partnership Ltd	155	Unified Communications Technician	01/08/2018		Martin Johnson	01258 457091	martin.johnson@tcpartnership.ac.uk	01/12/2016	
EPA0027	NET	126	Fire Emergency and Security Systems Technician	01/06/2018		Carolyn Mason	07590 224088	carolyn.mason@eca.co.uk	01/08/2016	
EPA0061	Training Qualifications UK	102	Healthcare Assistant Practitioner	01/10/2018		Kelle McQuade	03333 583 344	epa@tquk.org	01/11/2016	
EPA0024	Babcock Assessments Ltd	111	Supply Chain Warehouse Operative	01/11/2018		Gary Tovey	0800 077 8738	assessments@babcockinternational.com	01/07/2016	
EPA0087	Further Training Ltd	105	Team Leader/Supervisor	01/03/2018		Kate Gough	0845 600 6690	enquiries@furthertraining.co.uk	01/09/2016	
EPA0014	NOCN	219	Lifting Technician	01/11/2018		Graham Hasting-Evans	0114 227 0500	managing.director@nocn.org.uk	01/10/2017	
EPA0053	Active IQ	215	Community Activator Coach	01/08/2018		Sarah Edmonds	01480 467950	Sarah@activeiq.co.uk	15/12/2017	
EPA0053	Active IQ	196	Business Administrator	01/08/2018		Sarah Edmonds	01480 467950	Sarah@activeiq.co.uk	01/09/2017	
